,AAPL_Close,VIX,GDP,FedRate,CPI,Unemployment
2020-03-23,54.449886322021484,61.59000015258789,21727.657,0.65,258.076,4.4
2020-03-24,59.912601470947266,61.66999816894531,21727.657,0.65,258.076,4.4
2020-03-25,59.582557678222656,63.95000076293945,21727.657,0.65,258.076,4.4
2020-03-26,62.71797561645508,61.0,21727.657,0.65,258.076,4.4
2020-03-27,60.121307373046875,65.54000091552734,21727.657,0.65,258.076,4.4
2020-03-28,60.121307373046875,65.54000091552734,21727.657,0.65,258.076,4.4
2020-03-29,60.121307373046875,65.54000091552734,21727.657,0.65,258.076,4.4
2020-03-30,61.837039947509766,57.08000183105469,21727.657,0.65,258.076,4.4
2020-03-31,61.710845947265625,53.540000915527344,21727.657,0.65,258.076,4.4
2020-04-01,58.463809967041016,57.060001373291016,19935.444,0.05,256.032,14.8
2020-04-02,59.43936538696289,50.90999984741211,19935.444,0.05,256.032,14.8
2020-04-03,58.585140228271484,46.79999923706055,19935.444,0.05,256.032,14.8
2020-04-04,58.585140228271484,46.79999923706055,19935.444,0.05,256.032,14.8
2020-04-05,58.585140228271484,46.79999923706055,19935.444,0.05,256.032,14.8
2020-04-06,63.69596481323242,45.2400016784668,19935.444,0.05,256.032,14.8
2020-04-07,62.95821762084961,46.70000076293945,19935.444,0.05,256.032,14.8
2020-04-08,64.56961822509766,43.349998474121094,19935.444,0.05,256.032,14.8
2020-04-09,65.03555297851562,41.66999816894531,19935.444,0.05,256.032,14.8
2020-04-10,65.03555297851562,41.66999816894531,19935.444,0.05,256.032,14.8
2020-04-11,65.03555297851562,41.66999816894531,19935.444,0.05,256.032,14.8
2020-04-12,65.03555297851562,41.66999816894531,19935.444,0.05,256.032,14.8
2020-04-13,66.3120346069336,41.16999816894531,19935.444,0.05,256.032,14.8
2020-04-14,69.66100311279297,37.7599983215332,19935.444,0.05,256.032,14.8
2020-04-15,69.02518463134766,40.84000015258789,19935.444,0.05,256.032,14.8
2020-04-16,69.57365417480469,40.11000061035156,19935.444,0.05,256.032,14.8
2020-04-17,68.62963104248047,38.150001525878906,19935.444,0.05,256.032,14.8
2020-04-18,68.62963104248047,38.150001525878906,19935.444,0.05,256.032,14.8
2020-04-19,68.62963104248047,38.150001525878906,19935.444,0.05,256.032,14.8
2020-04-20,67.20509338378906,43.83000183105469,19935.444,0.05,256.032,14.8
2020-04-21,65.12776184082031,45.40999984741211,19935.444,0.05,256.032,14.8
2020-04-22,67.00366973876953,41.97999954223633,19935.444,0.05,256.032,14.8
2020-04-23,66.74401092529297,41.380001068115234,19935.444,0.05,256.032,14.8
2020-04-24,68.67088317871094,35.93000030517578,19935.444,0.05,256.032,14.8
2020-04-25,68.67088317871094,35.93000030517578,19935.444,0.05,256.032,14.8
2020-04-26,68.67088317871094,35.93000030517578,19935.444,0.05,256.032,14.8
2020-04-27,68.71944427490234,33.290000915527344,19935.444,0.05,256.032,14.8
2020-04-28,67.60552978515625,33.56999969482422,19935.444,0.05,256.032,14.8
2020-04-29,69.82604217529297,31.229999542236328,19935.444,0.05,256.032,14.8
2020-04-30,71.29907989501953,34.150001525878906,19935.444,0.05,256.032,14.8
2020-05-01,70.15123748779297,37.189998626708984,19935.444,0.05,255.802,13.2
2020-05-02,70.15123748779297,37.189998626708984,19935.444,0.05,255.802,13.2
2020-05-03,70.15123748779297,37.189998626708984,19935.444,0.05,255.802,13.2
2020-05-04,71.1437759399414,35.970001220703125,19935.444,0.05,255.802,13.2
2020-05-05,72.21157836914062,33.61000061035156,19935.444,0.05,255.802,13.2
2020-05-06,72.95658111572266,34.119998931884766,19935.444,0.05,255.802,13.2
2020-05-07,73.71133422851562,31.440000534057617,19935.444,0.05,255.802,13.2
2020-05-08,75.46578979492188,27.979999542236328,19935.444,0.05,255.802,13.2
2020-05-09,75.46578979492188,27.979999542236328,19935.444,0.05,255.802,13.2
2020-05-10,75.46578979492188,27.979999542236328,19935.444,0.05,255.802,13.2
2020-05-11,76.65324401855469,27.56999969482422,19935.444,0.05,255.802,13.2
2020-05-12,75.77725219726562,33.040000915527344,19935.444,0.05,255.802,13.2
2020-05-13,74.86228942871094,35.279998779296875,19935.444,0.05,255.802,13.2
2020-05-14,75.32221221923828,32.61000061035156,19935.444,0.05,255.802,13.2
2020-05-15,74.87689208984375,31.889999389648438,19935.444,0.05,255.802,13.2
2020-05-16,74.87689208984375,31.889999389648438,19935.444,0.05,255.802,13.2
2020-05-17,74.87689208984375,31.889999389648438,19935.444,0.05,255.802,13.2
2020-05-18,76.6410903930664,29.299999237060547,19935.444,0.05,255.802,13.2
2020-05-19,76.1982192993164,30.530000686645508,19935.444,0.05,255.802,13.2
2020-05-20,77.68016052246094,27.989999771118164,19935.444,0.05,255.802,13.2
2020-05-21,77.10101318359375,29.530000686645508,19935.444,0.05,255.802,13.2
2020-05-22,77.597412109375,28.15999984741211,19935.444,0.05,255.802,13.2
2020-05-23,77.597412109375,28.15999984741211,19935.444,0.05,255.802,13.2
2020-05-24,77.597412109375,28.15999984741211,19935.444,0.05,255.802,13.2
2020-05-25,77.597412109375,28.15999984741211,19935.444,0.05,255.802,13.2
2020-05-26,77.07181549072266,28.010000228881836,19935.444,0.05,255.802,13.2
2020-05-27,77.40760040283203,27.6200008392334,19935.444,0.05,255.802,13.2
2020-05-28,77.4416732788086,28.59000015258789,19935.444,0.05,255.802,13.2
2020-05-29,77.3662338256836,27.510000228881836,19935.444,0.05,255.802,13.2
2020-05-30,77.3662338256836,27.510000228881836,19935.444,0.05,255.802,13.2
2020-05-31,77.3662338256836,27.510000228881836,19935.444,0.05,255.802,13.2
2020-06-01,78.31768798828125,28.229999542236328,19935.444,0.08,257.042,11.0
2020-06-02,78.68025207519531,26.84000015258789,19935.444,0.08,257.042,11.0
2020-06-03,79.11335754394531,25.65999984741211,19935.444,0.08,257.042,11.0
2020-06-04,78.43205261230469,25.809999465942383,19935.444,0.08,257.042,11.0
2020-06-05,80.6658706665039,24.520000457763672,19935.444,0.08,257.042,11.0
2020-06-06,80.6658706665039,24.520000457763672,19935.444,0.08,257.042,11.0
2020-06-07,80.6658706665039,24.520000457763672,19935.444,0.08,257.042,11.0
2020-06-08,81.14280700683594,25.809999465942383,19935.444,0.08,257.042,11.0
2020-06-09,83.70513916015625,27.56999969482422,19935.444,0.08,257.042,11.0
2020-06-10,85.858642578125,27.56999969482422,19935.444,0.08,257.042,11.0
2020-06-11,81.73654174804688,40.790000915527344,19935.444,0.08,257.042,11.0
2020-06-12,82.44220733642578,36.09000015258789,19935.444,0.08,257.042,11.0
2020-06-13,82.44220733642578,36.09000015258789,19935.444,0.08,257.042,11.0
2020-06-14,82.44220733642578,36.09000015258789,19935.444,0.08,257.042,11.0
2020-06-15,83.46179962158203,34.400001525878906,19935.444,0.08,257.042,11.0
2020-06-16,85.67372131347656,33.66999816894531,19935.444,0.08,257.042,11.0
2020-06-17,85.55448913574219,33.470001220703125,19935.444,0.08,257.042,11.0
2020-06-18,85.58854675292969,32.939998626708984,19935.444,0.08,257.042,11.0
2020-06-19,85.09944915771484,35.119998931884766,19935.444,0.08,257.042,11.0
2020-06-20,85.09944915771484,35.119998931884766,19935.444,0.08,257.042,11.0
2020-06-21,85.09944915771484,35.119998931884766,19935.444,0.08,257.042,11.0
2020-06-22,87.32596588134766,31.770000457763672,19935.444,0.08,257.042,11.0
2020-06-23,89.18992614746094,31.3700008392334,19935.444,0.08,257.042,11.0
2020-06-24,87.61553955078125,33.84000015258789,19935.444,0.08,257.042,11.0
2020-06-25,88.7786865234375,32.220001220703125,19935.444,0.08,257.042,11.0
2020-06-26,86.05088806152344,34.72999954223633,19935.444,0.08,257.042,11.0
2020-06-27,86.05088806152344,34.72999954223633,19935.444,0.08,257.042,11.0
2020-06-28,86.05088806152344,34.72999954223633,19935.444,0.08,257.042,11.0
2020-06-29,88.03408813476562,31.780000686645508,19935.444,0.08,257.042,11.0
2020-06-30,88.76896667480469,30.43000030517578,19935.444,0.08,257.042,11.0
2020-07-01,88.6010513305664,28.6200008392334,21684.551,0.09,258.352,10.2
2020-07-02,88.6010513305664,27.68000030517578,21684.551,0.09,258.352,10.2
2020-07-03,88.6010513305664,27.68000030517578,21684.551,0.09,258.352,10.2
2020-07-04,88.6010513305664,27.68000030517578,21684.551,0.09,258.352,10.2
2020-07-05,88.6010513305664,27.68000030517578,21684.551,0.09,258.352,10.2
2020-07-06,90.97113037109375,27.940000534057617,21684.551,0.09,258.352,10.2
2020-07-07,90.68887329101562,29.43000030517578,21684.551,0.09,258.352,10.2
2020-07-08,92.80103302001953,28.079999923706055,21684.551,0.09,258.352,10.2
2020-07-09,93.20013427734375,29.260000228881836,21684.551,0.09,258.352,10.2
2020-07-10,93.36312103271484,27.290000915527344,21684.551,0.09,258.352,10.2
2020-07-11,93.36312103271484,27.290000915527344,21684.551,0.09,258.352,10.2
2020-07-12,93.36312103271484,27.290000915527344,21684.551,0.09,258.352,10.2
2020-07-13,92.93241882324219,32.189998626708984,21684.551,0.09,258.352,10.2
2020-07-14,94.4703140258789,29.520000457763672,21684.551,0.09,258.352,10.2
2020-07-15,95.1200180053711,27.760000228881836,21684.551,0.09,258.352,10.2
2020-07-16,93.94959259033203,28.0,21684.551,0.09,258.352,10.2
2020-07-17,93.75978088378906,25.68000030517578,21684.551,0.09,258.352,10.2
2020-07-18,93.75978088378906,25.68000030517578,21684.551,0.09,258.352,10.2
2020-07-19,93.75978088378906,25.68000030517578,21684.551,0.09,258.352,10.2
2020-07-20,95.73564910888672,24.459999084472656,21684.551,0.09,258.352,10.2
2020-07-21,94.41433715820312,24.84000015258789,21684.551,0.09,258.352,10.2
2020-07-22,94.67960357666016,24.31999969482422,21684.551,0.09,258.352,10.2
2020-07-23,90.37010955810547,26.079999923706055,21684.551,0.09,258.352,10.2
2020-07-24,90.14623260498047,25.84000015258789,21684.551,0.09,258.352,10.2
2020-07-25,90.14623260498047,25.84000015258789,21684.551,0.09,258.352,10.2
2020-07-26,90.14623260498047,25.84000015258789,21684.551,0.09,258.352,10.2
2020-07-27,92.28273010253906,24.739999771118164,21684.551,0.09,258.352,10.2
2020-07-28,90.76676177978516,25.440000534057617,21684.551,0.09,258.352,10.2
2020-07-29,92.506591796875,24.100000381469727,21684.551,0.09,258.352,10.2
2020-07-30,93.62594604492188,24.760000228881836,21684.551,0.09,258.352,10.2
2020-07-31,103.42752838134766,24.459999084472656,21684.551,0.09,258.352,10.2
2020-08-01,103.42752838134766,24.459999084472656,21684.551,0.1,259.316,8.4
2020-08-02,103.42752838134766,24.459999084472656,21684.551,0.1,259.316,8.4
2020-08-03,106.03365325927734,24.280000686645508,21684.551,0.1,259.316,8.4
2020-08-04,106.74176788330078,23.760000228881836,21684.551,0.1,259.316,8.4
2020-08-05,107.12865447998047,22.989999771118164,21684.551,0.1,259.316,8.4
2020-08-06,110.86627960205078,22.649999618530273,21684.551,0.1,259.316,8.4
2020-08-07,108.34566497802734,22.209999084472656,21684.551,0.1,259.316,8.4
2020-08-08,108.34566497802734,22.209999084472656,21684.551,0.1,259.316,8.4
2020-08-09,108.34566497802734,22.209999084472656,21684.551,0.1,259.316,8.4
2020-08-10,109.92047119140625,22.1299991607666,21684.551,0.1,259.316,8.4
2020-08-11,106.65142822265625,24.030000686645508,21684.551,0.1,259.316,8.4
2020-08-12,110.19590759277344,22.280000686645508,21684.551,0.1,259.316,8.4
2020-08-13,112.1461181640625,22.1299991607666,21684.551,0.1,259.316,8.4
2020-08-14,112.04615783691406,22.049999237060547,21684.551,0.1,259.316,8.4
2020-08-15,112.04615783691406,22.049999237060547,21684.551,0.1,259.316,8.4
2020-08-16,112.04615783691406,22.049999237060547,21684.551,0.1,259.316,8.4
2020-08-17,111.75363159179688,21.350000381469727,21684.551,0.1,259.316,8.4
2020-08-18,112.68486022949219,21.510000228881836,21684.551,0.1,259.316,8.4
2020-08-19,112.82624053955078,22.540000915527344,21684.551,0.1,259.316,8.4
2020-08-20,115.32982635498047,22.719999313354492,21684.551,0.1,259.316,8.4
2020-08-21,121.27303314208984,22.540000915527344,21684.551,0.1,259.316,8.4
2020-08-22,121.27303314208984,22.540000915527344,21684.551,0.1,259.316,8.4
2020-08-23,121.27303314208984,22.540000915527344,21684.551,0.1,259.316,8.4
2020-08-24,122.72350311279297,22.3700008392334,21684.551,0.1,259.316,8.4
2020-08-25,121.71669006347656,22.030000686645508,21684.551,0.1,259.316,8.4
2020-08-26,123.37194061279297,23.270000457763672,21684.551,0.1,259.316,8.4
2020-08-27,121.89707946777344,24.469999313354492,21684.551,0.1,259.316,8.4
2020-08-28,121.69963073730469,22.959999084472656,21684.551,0.1,259.316,8.4
2020-08-29,121.69963073730469,22.959999084472656,21684.551,0.1,259.316,8.4
2020-08-30,121.69963073730469,22.959999084472656,21684.551,0.1,259.316,8.4
2020-08-31,125.82672119140625,26.40999984741211,21684.551,0.1,259.316,8.4
2020-09-01,130.83876037597656,26.1200008392334,21684.551,0.09,259.997,7.8
2020-09-02,128.1280059814453,26.56999969482422,21684.551,0.09,259.997,7.8
2020-09-03,117.86992645263672,33.599998474121094,21684.551,0.09,259.997,7.8
2020-09-04,117.94794464111328,30.75,21684.551,0.09,259.997,7.8
2020-09-05,117.94794464111328,30.75,21684.551,0.09,259.997,7.8
2020-09-06,117.94794464111328,30.75,21684.551,0.09,259.997,7.8
2020-09-07,117.94794464111328,30.75,21684.551,0.09,259.997,7.8
2020-09-08,110.01065063476562,31.459999084472656,21684.551,0.09,259.997,7.8
2020-09-09,114.3985824584961,28.809999465942383,21684.551,0.09,259.997,7.8
2020-09-10,110.66394805908203,29.709999084472656,21684.551,0.09,259.997,7.8
2020-09-11,109.21106719970703,26.8700008392334,21684.551,0.09,259.997,7.8
2020-09-12,109.21106719970703,26.8700008392334,21684.551,0.09,259.997,7.8
2020-09-13,109.21106719970703,26.8700008392334,21684.551,0.09,259.997,7.8
2020-09-14,112.48738098144531,25.850000381469727,21684.551,0.09,259.997,7.8
2020-09-15,112.66290283203125,25.59000015258789,21684.551,0.09,259.997,7.8
2020-09-16,109.33780670166016,26.040000915527344,21684.551,0.09,259.997,7.8
2020-09-17,107.59237670898438,26.459999084472656,21684.551,0.09,259.997,7.8
2020-09-18,104.17955017089844,25.829999923706055,21684.551,0.09,259.997,7.8
2020-09-19,104.17955017089844,25.829999923706055,21684.551,0.09,259.997,7.8
2020-09-20,104.17955017089844,25.829999923706055,21684.551,0.09,259.997,7.8
2020-09-21,107.3388671875,27.780000686645508,21684.551,0.09,259.997,7.8
2020-09-22,109.02578735351562,26.860000610351562,21684.551,0.09,259.997,7.8
2020-09-23,104.45257568359375,28.579999923706055,21684.551,0.09,259.997,7.8
2020-09-24,105.52519226074219,28.510000228881836,21684.551,0.09,259.997,7.8
2020-09-25,109.48408508300781,26.3799991607666,21684.551,0.09,259.997,7.8
2020-09-26,109.48408508300781,26.3799991607666,21684.551,0.09,259.997,7.8
2020-09-27,109.48408508300781,26.3799991607666,21684.551,0.09,259.997,7.8
2020-09-28,112.09734344482422,26.190000534057617,21684.551,0.09,259.997,7.8
2020-09-29,111.24899291992188,26.270000457763672,21684.551,0.09,259.997,7.8
2020-09-30,112.92619323730469,26.3700008392334,21684.551,0.09,259.997,7.8
2020-10-01,113.88179779052734,26.700000762939453,22068.767,0.09,260.319,6.9
2020-10-02,110.20565032958984,27.6299991607666,22068.767,0.09,260.319,6.9
2020-10-03,110.20565032958984,27.6299991607666,22068.767,0.09,260.319,6.9
2020-10-04,110.20565032958984,27.6299991607666,22068.767,0.09,260.319,6.9
2020-10-05,113.5989990234375,27.959999084472656,22068.767,0.09,260.319,6.9
2020-10-06,110.34215545654297,29.479999542236328,22068.767,0.09,260.319,6.9
2020-10-07,112.21436309814453,28.059999465942383,22068.767,0.09,260.319,6.9
2020-10-08,112.10710906982422,26.360000610351562,22068.767,0.09,260.319,6.9
2020-10-09,114.05728149414062,25.0,22068.767,0.09,260.319,6.9
2020-10-10,114.05728149414062,25.0,22068.767,0.09,260.319,6.9
2020-10-11,114.05728149414062,25.0,22068.767,0.09,260.319,6.9
2020-10-12,121.30228424072266,25.06999969482422,22068.767,0.09,260.319,6.9
2020-10-13,118.08447265625,26.06999969482422,22068.767,0.09,260.319,6.9
2020-10-14,118.17221069335938,26.399999618530273,22068.767,0.09,260.319,6.9
2020-10-15,117.70415496826172,26.969999313354492,22068.767,0.09,260.319,6.9
2020-10-16,116.0562515258789,27.40999984741211,22068.767,0.09,260.319,6.9
2020-10-17,116.0562515258789,27.40999984741211,22068.767,0.09,260.319,6.9
2020-10-18,116.0562515258789,27.40999984741211,22068.767,0.09,260.319,6.9
2020-10-19,113.09196472167969,29.18000030517578,22068.767,0.09,260.319,6.9
2020-10-20,114.5838623046875,29.350000381469727,22068.767,0.09,260.319,6.9
2020-10-21,113.95979309082031,28.649999618530273,22068.767,0.09,260.319,6.9
2020-10-22,112.86768341064453,28.110000610351562,22068.767,0.09,260.319,6.9
2020-10-23,112.17535400390625,27.549999237060547,22068.767,0.09,260.319,6.9
2020-10-24,112.17535400390625,27.549999237060547,22068.767,0.09,260.319,6.9
2020-10-25,112.17535400390625,27.549999237060547,22068.767,0.09,260.319,6.9
2020-10-26,112.18511199951172,32.459999084472656,22068.767,0.09,260.319,6.9
2020-10-27,113.6965103149414,33.349998474121094,22068.767,0.09,260.319,6.9
2020-10-28,108.43096923828125,40.279998779296875,22068.767,0.09,260.319,6.9
2020-10-29,112.44837951660156,37.59000015258789,22068.767,0.09,260.319,6.9
2020-10-30,106.14925384521484,38.02000045776367,22068.767,0.09,260.319,6.9
2020-10-31,106.14925384521484,38.02000045776367,22068.767,0.09,260.319,6.9
2020-11-01,106.14925384521484,38.02000045776367,22068.767,0.09,260.911,6.7
2020-11-02,106.06148529052734,37.130001068115234,22068.767,0.09,260.911,6.7
2020-11-03,107.68991088867188,35.54999923706055,22068.767,0.09,260.911,6.7
2020-11-04,112.08758544921875,29.56999969482422,22068.767,0.09,260.911,6.7
2020-11-05,116.0660171508789,27.579999923706055,22068.767,0.09,260.911,6.7
2020-11-06,115.93414306640625,24.860000610351562,22068.767,0.09,260.911,6.7
2020-11-07,115.93414306640625,24.860000610351562,22068.767,0.09,260.911,6.7
2020-11-08,115.93414306640625,24.860000610351562,22068.767,0.09,260.911,6.7
2020-11-09,113.61917114257812,25.75,22068.767,0.09,260.911,6.7
2020-11-10,113.27728271484375,24.799999237060547,22068.767,0.09,260.911,6.7
2020-11-11,116.71556091308594,23.450000762939453,22068.767,0.09,260.911,6.7
2020-11-12,116.44206237792969,25.350000381469727,22068.767,0.09,260.911,6.7
2020-11-13,116.49092102050781,23.100000381469727,22068.767,0.09,260.911,6.7
2020-11-14,116.49092102050781,23.100000381469727,22068.767,0.09,260.911,6.7
2020-11-15,116.49092102050781,23.100000381469727,22068.767,0.09,260.911,6.7
2020-11-16,117.50675964355469,22.450000762939453,22068.767,0.09,260.911,6.7
2020-11-17,116.61788940429688,22.709999084472656,22068.767,0.09,260.911,6.7
2020-11-18,115.28946685791016,23.84000015258789,22068.767,0.09,260.911,6.7
2020-11-19,115.88531494140625,23.110000610351562,22068.767,0.09,260.911,6.7
2020-11-20,114.61547088623047,23.700000762939453,22068.767,0.09,260.911,6.7
2020-11-21,114.61547088623047,23.700000762939453,22068.767,0.09,260.911,6.7
2020-11-22,114.61547088623047,23.700000762939453,22068.767,0.09,260.911,6.7
2020-11-23,111.2065200805664,22.65999984741211,22068.767,0.09,260.911,6.7
2020-11-24,112.4958724975586,21.639999389648438,22068.767,0.09,260.911,6.7
2020-11-25,113.33589172363281,21.25,22068.767,0.09,260.911,6.7
2020-11-26,113.33589172363281,21.25,22068.767,0.09,260.911,6.7
2020-11-27,113.88288879394531,20.84000015258789,22068.767,0.09,260.911,6.7
2020-11-28,113.88288879394531,20.84000015258789,22068.767,0.09,260.911,6.7
2020-11-29,113.88288879394531,20.84000015258789,22068.767,0.09,260.911,6.7
2020-11-30,116.28578186035156,20.56999969482422,22068.767,0.09,260.911,6.7
2020-12-01,119.87057495117188,20.770000457763672,22068.767,0.09,262.045,6.7
2020-12-02,120.22222137451172,21.170000076293945,22068.767,0.09,262.045,6.7
2020-12-03,120.0854721069336,21.280000686645508,22068.767,0.09,262.045,6.7
2020-12-04,119.41146850585938,20.790000915527344,22068.767,0.09,262.045,6.7
2020-12-05,119.41146850585938,20.790000915527344,22068.767,0.09,262.045,6.7
2020-12-06,119.41146850585938,20.790000915527344,22068.767,0.09,262.045,6.7
2020-12-07,120.87664794921875,21.299999237060547,22068.767,0.09,262.045,6.7
2020-12-08,121.49201965332031,20.68000030517578,22068.767,0.09,262.045,6.7
2020-12-09,118.95238494873047,22.270000457763672,22068.767,0.09,262.045,6.7
2020-12-10,120.37849426269531,22.520000457763672,22068.767,0.09,262.045,6.7
2020-12-11,119.56778717041016,23.309999465942383,22068.767,0.09,262.045,6.7
2020-12-12,119.56778717041016,23.309999465942383,22068.767,0.09,262.045,6.7
2020-12-13,119.56778717041016,23.309999465942383,22068.767,0.09,262.045,6.7
2020-12-14,118.95238494873047,24.719999313354492,22068.767,0.09,262.045,6.7
2020-12-15,124.91075134277344,22.889999389648438,22068.767,0.09,262.045,6.7
